row_id,movie_name,rating,votes,meta_score,genre0,genre1,genre2,genre3,pr_rating,year,duration,cast0,cast1,cast2,cast3,cast4,director,number_rating,weekly_rank,weekly_hours_viewed,weekly_views,cumulative_weeks_in_top_10
671,In Time,6.7,438000.0,53.0,"Action, Sci-Fi, Thriller",Action, Sci-Fi, Thriller,PG-13,2011,1.817,"Justin Timberlake, Amanda Seyfried, Cillian Murphy, Olivia Wilde",Justin Timberlake, Amanda Seyfried, Cillian Murphy, Olivia Wilde,Andrew Niccol,3.0,3.0,10400000.0,5700000.0,2.0
89,The Wolf of Wall Street,8.2,1500000.0,75.0,"Biography, Comedy, Crime",Biography, Comedy, Crime,R,2013,3.0,"Leonardo DiCaprio, Jonah Hill, Margot Robbie, Matthew McConaughey",Leonardo DiCaprio, Jonah Hill, Margot Robbie, Matthew McConaughey,Martin Scorsese,4.0,6.0,9700000.0,3200000.0,1.0
1332,Fifty Shades Freed,4.5,72000.0,31.0,"Drama, Romance, Thriller",Drama, Romance, Thriller,R,2018,1.75,"Dakota Johnson, Jamie Dornan, Eric Johnson, Eloise Mumford",Dakota Johnson, Jamie Dornan, Eric Johnson, Eloise Mumford,James Foley,4.0,5.0,5900000.0,3400000.0,1.0
1219,Jack Reacher: Never Go Back,6.1,171000.0,47.0,"Action, Crime, Drama",Action, Crime, Drama,PG-13,2016,1.967,"Tom Cruise, Cobie Smulders, Aldis Hodge, Robert Knepper",Tom Cruise, Cobie Smulders, Aldis Hodge, Robert Knepper,Edward Zwick,3.0,10.0,5200000.0,2600000.0,3.0
1509,Predators,6.4,241000.0,51.0,"Action, Adventure, Fantasy",Action, Adventure, Fantasy,R,2010,1.783,"Adrien Brody, Laurence Fishburne, Topher Grace, Alice Braga",Adrien Brody, Laurence Fishburne, Topher Grace, Alice Braga,Nimród Antal,4.0,10.0,6500000.0,1700000.0,2.0
837,Love Again,5.9,11000.0,32.0,"Comedy, Drama, Romance",Comedy, Drama, Romance,PG-13,2023,1.733,"Priyanka Chopra Jonas, Sam Heughan, Céline Dion, Sofia Barclay",Priyanka Chopra Jonas, Sam Heughan, Céline Dion, Sofia Barclay,Jim Strouse,3.0,7.0,6600000.0,3800000.0,2.0
1219,Jack Reacher: Never Go Back,6.1,171000.0,47.0,"Action, Crime, Drama",Action, Crime, Drama,PG-13,2016,1.967,"Tom Cruise, Cobie Smulders, Aldis Hodge, Robert Knepper",Tom Cruise, Cobie Smulders, Aldis Hodge, Robert Knepper,Edward Zwick,3.0,8.0,7400000.0,3800000.0,2.0
649,Heart of Stone,5.7,55000.0,44.0,"Action, Crime, Thriller",Action, Crime, Thriller,PG-13,2023,2.033,"Gal Gadot, Jamie Dornan, Alia Bhatt, Jing Lusi",Gal Gadot, Jamie Dornan, Alia Bhatt, Jing Lusi,Tom Harper,3.0,9.0,7300000.0,3500000.0,5.0
320,Jack Reacher,7.0,359000.0,50.0,"Action, Mystery, Thriller",Action, Mystery, Thriller,PG-13,2012,2.167,"Tom Cruise, Rosamund Pike, Richard Jenkins, Werner Herzog",Tom Cruise, Rosamund Pike, Richard Jenkins, Werner Herzog,Christopher McQuarrie,3.0,10.0,7500000.0,3500000.0,2.0
1509,Predators,6.4,241000.0,51.0,"Action, Adventure, Fantasy",Action, Adventure, Fantasy,R,2010,1.783,"Adrien Brody, Laurence Fishburne, Topher Grace, Alice Braga",Adrien Brody, Laurence Fishburne, Topher Grace, Alice Braga,Nimród Antal,4.0,7.0,10800000.0,2900000.0,1.0
649,Heart of Stone,5.7,55000.0,44.0,"Action, Crime, Thriller",Action, Crime, Thriller,PG-13,2023,2.033,"Gal Gadot, Jamie Dornan, Alia Bhatt, Jing Lusi",Gal Gadot, Jamie Dornan, Alia Bhatt, Jing Lusi,Tom Harper,3.0,3.0,13700000.0,6500000.0,4.0
837,Love Again,5.9,11000.0,32.0,"Comedy, Drama, Romance",Comedy, Drama, Romance,PG-13,2023,1.733,"Priyanka Chopra Jonas, Sam Heughan, Céline Dion, Sofia Barclay",Priyanka Chopra Jonas, Sam Heughan, Céline Dion, Sofia Barclay,Jim Strouse,3.0,8.0,5100000.0,2900000.0,1.0
649,Heart of Stone,5.7,55000.0,44.0,"Action, Crime, Thriller",Action, Crime, Thriller,PG-13,2023,2.033,"Gal Gadot, Jamie Dornan, Alia Bhatt, Jing Lusi",Gal Gadot, Jamie Dornan, Alia Bhatt, Jing Lusi,Tom Harper,3.0,2.0,28500000.0,13600000.0,3.0
1625,Jurassic World: Fallen Kingdom,6.1,337000.0,51.0,"Action, Adventure, Sci-Fi",Action, Adventure, Sci-Fi,PG-13,2018,2.133,"Chris Pratt, Bryce Dallas Howard, Rafe Spall, Justice Smith",Chris Pratt, Bryce Dallas Howard, Rafe Spall, Justice Smith,J.A. Bayona,3.0,6.0,10100000.0,4700000.0,1.0
1436,Madagascar,6.9,429000.0,57.0,"Animation, Adventure, Comedy",Animation, Adventure, Comedy,PG,2005,1.433,"Chris Rock, Ben Stiller, David Schwimmer, Jada Pinkett Smith",Chris Rock, Ben Stiller, David Schwimmer, Jada Pinkett Smith,Eric DarnellTom McGrath,2.0,9.0,4800000.0,3300000.0,1.0
1411,Dora and the Lost City of Gold,6.1,34000.0,63.0,"Action, Adventure, Comedy",Action, Adventure, Comedy,PG,2019,1.7,"Isabela Merced, Eugenio Derbez, Michael Peña, Eva Longoria",Isabela Merced, Eugenio Derbez, Michael Peña, Eva Longoria,James Bobin,2.0,10.0,4900000.0,2900000.0,2.0
1927,The Lincoln Lawyer,7.3,251000.0,63.0,"Crime, Drama, Mystery",Crime, Drama, Mystery,R,2011,1.967,"Matthew McConaughey, Marisa Tomei, Ryan Phillippe, William H. Macy",Matthew McConaughey, Marisa Tomei, Ryan Phillippe, William H. Macy,Brad Furman,4.0,8.0,15300000.0,1900000.0,8.0
649,Heart of Stone,5.7,55000.0,44.0,"Action, Crime, Thriller",Action, Crime, Thriller,PG-13,2023,2.033,"Gal Gadot, Jamie Dornan, Alia Bhatt, Jing Lusi",Gal Gadot, Jamie Dornan, Alia Bhatt, Jing Lusi,Tom Harper,3.0,1.0,74000000.0,35200000.0,2.0
1927,The Lincoln Lawyer,7.3,251000.0,63.0,"Crime, Drama, Mystery",Crime, Drama, Mystery,R,2011,1.967,"Matthew McConaughey, Marisa Tomei, Ryan Phillippe, William H. Macy",Matthew McConaughey, Marisa Tomei, Ryan Phillippe, William H. Macy,Brad Furman,4.0,5.0,23500000.0,2900000.0,7.0
649,Heart of Stone,5.7,55000.0,44.0,"Action, Crime, Thriller",Action, Crime, Thriller,PG-13,2023,2.033,"Gal Gadot, Jamie Dornan, Alia Bhatt, Jing Lusi",Gal Gadot, Jamie Dornan, Alia Bhatt, Jing Lusi,Tom Harper,3.0,1.0,69600000.0,33100000.0,1.0
1927,The Lincoln Lawyer,7.3,251000.0,63.0,"Crime, Drama, Mystery",Crime, Drama, Mystery,R,2011,1.967,"Matthew McConaughey, Marisa Tomei, Ryan Phillippe, William H. Macy",Matthew McConaughey, Marisa Tomei, Ryan Phillippe, William H. Macy,Brad Furman,4.0,2.0,42400000.0,5200000.0,6.0
1927,The Lincoln Lawyer,7.3,251000.0,63.0,"Crime, Drama, Mystery",Crime, Drama, Mystery,R,2011,1.967,"Matthew McConaughey, Marisa Tomei, Ryan Phillippe, William H. Macy",Matthew McConaughey, Marisa Tomei, Ryan Phillippe, William H. Macy,Brad Furman,4.0,8.0,18300000.0,2200000.0,11.0
1106,They Cloned Tyrone,6.6,35000.0,74.0,"Comedy, Mystery, Sci-Fi",Comedy, Mystery, Sci-Fi,R,2023,2.033,"John Boyega, Jamie Foxx, Teyonah Parris, Kiefer Sutherland",John Boyega, Jamie Foxx, Teyonah Parris, Kiefer Sutherland,Juel Taylor,4.0,8.0,7500000.0,3600000.0,3.0
1927,The Lincoln Lawyer,7.3,251000.0,63.0,"Crime, Drama, Mystery",Crime, Drama, Mystery,R,2011,1.967,"Matthew McConaughey, Marisa Tomei, Ryan Phillippe, William H. Macy",Matthew McConaughey, Marisa Tomei, Ryan Phillippe, William H. Macy,Brad Furman,4.0,1.0,55200000.0,6700000.0,5.0
1927,The Lincoln Lawyer,7.3,251000.0,63.0,"Crime, Drama, Mystery",Crime, Drama, Mystery,R,2011,1.967,"Matthew McConaughey, Marisa Tomei, Ryan Phillippe, William H. Macy",Matthew McConaughey, Marisa Tomei, Ryan Phillippe, William H. Macy,Brad Furman,4.0,6.0,17300000.0,2100000.0,10.0
1106,They Cloned Tyrone,6.6,35000.0,74.0,"Comedy, Mystery, Sci-Fi",Comedy, Mystery, Sci-Fi,R,2023,2.033,"John Boyega, Jamie Foxx, Teyonah Parris, Kiefer Sutherland",John Boyega, Jamie Foxx, Teyonah Parris, Kiefer Sutherland,Juel Taylor,4.0,3.0,23000000.0,11100000.0,2.0
904,The Out-Laws,5.4,33000.0,36.0,"Action, Comedy, Crime",Action, Comedy, Crime,R,2023,1.583,"Adam Devine, Pierce Brosnan, Ellen Barkin, Nina Dobrev",Adam Devine, Pierce Brosnan, Ellen Barkin, Nina Dobrev,Tyler Spindel,4.0,6.0,8900000.0,5500000.0,4.0
493,Puss in Boots: The Last Wish,7.8,163000.0,73.0,"Animation, Adventure, Comedy",Animation, Adventure, Comedy,PG,2022,1.7,"Antonio Banderas, Salma Hayek, Harvey Guillén, Florence Pugh",Antonio Banderas, Salma Hayek, Harvey Guillén, Florence Pugh,Joel CrawfordJanuel Mercado,2.0,8.0,7200000.0,4200000.0,3.0
1927,The Lincoln Lawyer,7.3,251000.0,63.0,"Crime, Drama, Mystery",Crime, Drama, Mystery,R,2011,1.967,"Matthew McConaughey, Marisa Tomei, Ryan Phillippe, William H. Macy",Matthew McConaughey, Marisa Tomei, Ryan Phillippe, William H. Macy,Brad Furman,4.0,4.0,12600000.0,3000000.0,4.0
904,The Out-Laws,5.4,33000.0,36.0,"Action, Comedy, Crime",Action, Comedy, Crime,R,2023,1.583,"Adam Devine, Pierce Brosnan, Ellen Barkin, Nina Dobrev",Adam Devine, Pierce Brosnan, Ellen Barkin, Nina Dobrev,Tyler Spindel,4.0,1.0,19500000.0,12100000.0,3.0
1106,They Cloned Tyrone,6.6,35000.0,74.0,"Comedy, Mystery, Sci-Fi",Comedy, Mystery, Sci-Fi,R,2023,2.033,"John Boyega, Jamie Foxx, Teyonah Parris, Kiefer Sutherland",John Boyega, Jamie Foxx, Teyonah Parris, Kiefer Sutherland,Juel Taylor,4.0,3.0,13100000.0,6300000.0,1.0
493,Puss in Boots: The Last Wish,7.8,163000.0,73.0,"Animation, Adventure, Comedy",Animation, Adventure, Comedy,PG,2022,1.7,"Antonio Banderas, Salma Hayek, Harvey Guillén, Florence Pugh",Antonio Banderas, Salma Hayek, Harvey Guillén, Florence Pugh,Joel CrawfordJanuel Mercado,2.0,4.0,10600000.0,6200000.0,2.0
822,Man on Fire,7.7,383000.0,47.0,"Action, Crime, Drama",Action, Crime, Drama,R,2004,2.433,"Denzel Washington, Christopher Walken, Dakota Fanning, Radha Mitchell",Denzel Washington, Christopher Walken, Dakota Fanning, Radha Mitchell,Tony Scott,4.0,7.0,9400000.0,3900000.0,4.0
738,Nimona,7.6,36000.0,75.0,"Animation, Action, Adventure",Animation, Action, Adventure,PG,2023,1.683,"Chloë Grace Moretz, Riz Ahmed, Eugene Lee Yang, Frances Conroy",Chloë Grace Moretz, Riz Ahmed, Eugene Lee Yang, Frances Conroy,Nick BrunoTroy Quane,2.0,9.0,5900000.0,3400000.0,4.0
1927,The Lincoln Lawyer,7.3,251000.0,63.0,"Crime, Drama, Mystery",Crime, Drama, Mystery,R,2011,1.967,"Matthew McConaughey, Marisa Tomei, Ryan Phillippe, William H. Macy",Matthew McConaughey, Marisa Tomei, Ryan Phillippe, William H. Macy,Brad Furman,4.0,2.0,19400000.0,4600000.0,3.0
1927,The Lincoln Lawyer,7.3,251000.0,63.0,"Crime, Drama, Mystery",Crime, Drama, Mystery,R,2011,1.967,"Matthew McConaughey, Marisa Tomei, Ryan Phillippe, William H. Macy",Matthew McConaughey, Marisa Tomei, Ryan Phillippe, William H. Macy,Brad Furman,4.0,9.0,17800000.0,2100000.0,9.0
904,The Out-Laws,5.4,33000.0,36.0,"Action, Comedy, Crime",Action, Comedy, Crime,R,2023,1.583,"Adam Devine, Pierce Brosnan, Ellen Barkin, Nina Dobrev",Adam Devine, Pierce Brosnan, Ellen Barkin, Nina Dobrev,Tyler Spindel,4.0,1.0,46300000.0,28600000.0,2.0
401,65,5.4,81000.0,40.0,"Action, Adventure, Drama",Action, Adventure, Drama,PG-13,2023,1.55,"Adam Driver, Ariana Greenblatt, Chloe Coleman, Nika King",Adam Driver, Ariana Greenblatt, Chloe Coleman, Nika King,Scott BeckBryan Woods,3.0,2.0,10500000.0,6800000.0,1.0
493,Puss in Boots: The Last Wish,7.8,163000.0,73.0,"Animation, Adventure, Comedy",Animation, Adventure, Comedy,PG,2022,1.7,"Antonio Banderas, Salma Hayek, Harvey Guillén, Florence Pugh",Antonio Banderas, Salma Hayek, Harvey Guillén, Florence Pugh,Joel CrawfordJanuel Mercado,2.0,3.0,9400000.0,5500000.0,1.0
738,Nimona,7.6,36000.0,75.0,"Animation, Action, Adventure",Animation, Action, Adventure,PG,2023,1.683,"Chloë Grace Moretz, Riz Ahmed, Eugene Lee Yang, Frances Conroy",Chloë Grace Moretz, Riz Ahmed, Eugene Lee Yang, Frances Conroy,Nick BrunoTroy Quane,2.0,5.0,8000000.0,4700000.0,3.0
541,Sing,7.1,186000.0,59.0,"Animation, Comedy, Family",Animation, Comedy, Family,PG,2016,1.8,"Matthew McConaughey, Reese Witherspoon, Seth MacFarlane, Scarlett Johansson",Matthew McConaughey, Reese Witherspoon, Seth MacFarlane, Scarlett Johansson,Garth JenningsChristophe Lourdelet,2.0,6.0,6500000.0,3600000.0,9.0
1370,Mafia Mamma,5.4,8600.0,42.0,"Action, Comedy, Crime",Action, Comedy, Crime,R,2023,1.683,"Toni Collette, Monica Bellucci, Sophia Nomvete, Alessandro Bressanello",Toni Collette, Monica Bellucci, Sophia Nomvete, Alessandro Bressanello,Catherine Hardwicke,4.0,9.0,4700000.0,2800000.0,1.0
1927,The Lincoln Lawyer,7.3,251000.0,63.0,"Crime, Drama, Mystery",Crime, Drama, Mystery,R,2011,1.967,"Matthew McConaughey, Marisa Tomei, Ryan Phillippe, William H. Macy",Matthew McConaughey, Marisa Tomei, Ryan Phillippe, William H. Macy,Brad Furman,4.0,1.0,35300000.0,8300000.0,2.0
1927,The Lincoln Lawyer,7.3,251000.0,63.0,"Crime, Drama, Mystery",Crime, Drama, Mystery,R,2011,1.967,"Matthew McConaughey, Marisa Tomei, Ryan Phillippe, William H. Macy",Matthew McConaughey, Marisa Tomei, Ryan Phillippe, William H. Macy,Brad Furman,4.0,5.0,28300000.0,3400000.0,8.0
904,The Out-Laws,5.4,33000.0,36.0,"Action, Comedy, Crime",Action, Comedy, Crime,R,2023,1.583,"Adam Devine, Pierce Brosnan, Ellen Barkin, Nina Dobrev",Adam Devine, Pierce Brosnan, Ellen Barkin, Nina Dobrev,Tyler Spindel,4.0,1.0,31700000.0,19600000.0,1.0
738,Nimona,7.6,36000.0,75.0,"Animation, Action, Adventure",Animation, Action, Adventure,PG,2023,1.683,"Chloë Grace Moretz, Riz Ahmed, Eugene Lee Yang, Frances Conroy",Chloë Grace Moretz, Riz Ahmed, Eugene Lee Yang, Frances Conroy,Nick BrunoTroy Quane,2.0,3.0,11500000.0,6700000.0,2.0
1927,The Lincoln Lawyer,7.3,251000.0,63.0,"Crime, Drama, Mystery",Crime, Drama, Mystery,R,2011,1.967,"Matthew McConaughey, Marisa Tomei, Ryan Phillippe, William H. Macy",Matthew McConaughey, Marisa Tomei, Ryan Phillippe, William H. Macy,Brad Furman,4.0,2.0,31400000.0,7400000.0,1.0
1927,The Lincoln Lawyer,7.3,251000.0,63.0,"Crime, Drama, Mystery",Crime, Drama, Mystery,R,2011,1.967,"Matthew McConaughey, Marisa Tomei, Ryan Phillippe, William H. Macy",Matthew McConaughey, Marisa Tomei, Ryan Phillippe, William H. Macy,Brad Furman,4.0,9.0,19200000.0,2300000.0,7.0
738,Nimona,7.6,36000.0,75.0,"Animation, Action, Adventure",Animation, Action, Adventure,PG,2023,1.683,"Chloë Grace Moretz, Riz Ahmed, Eugene Lee Yang, Frances Conroy",Chloë Grace Moretz, Riz Ahmed, Eugene Lee Yang, Frances Conroy,Nick BrunoTroy Quane,2.0,9.0,5500000.0,3200000.0,1.0
300,Get Out,7.8,674000.0,85.0,"Horror, Mystery, Thriller",Horror, Mystery, Thriller,R,2017,1.733,"Daniel Kaluuya, Allison Williams, Bradley Whitford, Catherine Keener",Daniel Kaluuya, Allison Williams, Bradley Whitford, Catherine Keener,Jordan Peele,4.0,9.0,4100000.0,2400000.0,1.0
1497,Shooter,7.1,351000.0,53.0,"Action, Drama, Thriller",Action, Drama, Thriller,R,2007,2.067,"Mark Wahlberg, Michael Peña, Rhona Mitra, Danny Glover",Mark Wahlberg, Michael Peña, Rhona Mitra, Danny Glover,Antoine Fuqua,4.0,9.0,4700000.0,2300000.0,4.0
286,Prisoners,8.1,785000.0,70.0,"Crime, Drama, Mystery",Crime, Drama, Mystery,R,2013,2.55,"Hugh Jackman, Jake Gyllenhaal, Viola Davis, Melissa Leo",Hugh Jackman, Jake Gyllenhaal, Viola Davis, Melissa Leo,Denis Villeneuve,4.0,10.0,5100000.0,2000000.0,3.0
